precio;localidad;tamanio;habitaciones;descripcion;link;descripcion_larga;distrito
1.000;Piso en Avenida de España Coslada Pueblo;54;1;Bajo exterior con ascensor;/inmueble/106543320/;"
MADRIDEM presenta este magnífico piso reformado de 54 m2, luminoso ubicado en el Barrio de Coslada Pueblo en Coslada. Se alquila no amueblado con la cocina equipada. Con todas las comodidades y las mejores calidades es un espacio ideal para vivir.
Entre las características destacadas de este piso, se encuentran:
- Un
";coslada-madrid
1.380;Piso en Calle de Perú Valleaguado - La Cañada;108;3;Planta 9ª exterior con ascensor;/inmueble/109207308/;"
Magnífica vivienda de tres dormitorios muy luminosa. Recién pintada.
Plaza de Aparcamiento cerrada a escasos metros (cochera-almacén).
Urbanización cerrada con amplios jardines.
Cocina amueblada con encimera de granito y electrodomésticos de primeras marcas:
Placa vitrocerámica, campana extractora, horno eléctrico,
";coslada-madrid
1.340;Piso en Calle de la Charca Valleaguado - La Cañada;74;2; exterior sin ascensor;/inmueble/109279004/;"
¿Buscas un hogar moderno, acogedor y con una terraza de ensueño donde disfrutar del buen tiempo? ¡Este ático dúplex es perfecto para ti!
¡Tu nuevo hogar te espera en Valleaguado! 
¿Por qué te encantará?
Diseño y confort: Disfruta de un hogar acogedor con acabados de calidad: suelos de tarima, cocina moderna, aire
";coslada-madrid
1.200;Piso en Calle Doctor Michavila Coslada Pueblo;65;2;Bajo exterior sin ascensor;/inmueble/109250763/;"
¡Gran oportunidad en Coslada! Este piso a estrenar de 65 metros cuadrados es la opción perfecta para quienes buscan comodidad y modernidad. Con dos dormitorios y un baño, ofrece un espacio luminoso y funcional, ideal para familias o parejas que desean un hogar listo para entrar a vivir. La vivienda cuenta con un magníf
";coslada-madrid
1.250;Piso en Calle Mar Caribe 2;114;2;Planta 4ª exterior con ascensor;/inmueble/108988423/;"
¡OPORTUNIDAD ÚNICA EN BARRIO DEL PUERTO, COSLADA!
¿Buscas un hogar que lo tenga todo? Este magnífico piso de 2 dormitorios te está esperando. Imagínate llegar a casa después del trabajo y relajarte en tu piso con aire acondicionado, sabiendo que tienes una piscina climatizada esperándote para un chapuzón relajante.
La
";coslada-madrid
790;Piso en Coslada Pueblo Coslada;40;1;Bajo exterior sin ascensor;/inmueble/109330899/;"
Vivienda reformada de 40m2, distribuidos en 1 dormitorio, 1 baño con plato de ducha y salón con cocina amueblada y equipada.
Dispone de calefacción individual por aire acondicionado con bomba de frío y calor, suelos de tarima, ventanas Climalit, es exterior muy luminoso y está sin amueblar.
Gastos de comunidad inclui
";coslada-madrid
1.500;Piso en El Puerto Coslada;97;3;Planta 3ª exterior con ascensor;/inmueble/109337299/;"
Espectacular piso en alquiler TOTALMENTE AMUEBLADO Y EQUIPADO, en la zona de Barrio del puerto / Coslada. 3ª planta con ascensor. Distribuido en: 3 dormitorios con armario. 1 baño en suite con plato de ducha y otro con bañera. Amplio y luminoso salón. Cocina  amplia donde cuentas con una mesa para comer, totalmente equ
";coslada-madrid
1.230;Piso en El Puerto Coslada;110;3;Planta 6ª exterior con ascensor;/inmueble/98530470/;"
Piso en alquiler situado en una de las mejores zonas residenciales de Coslada, con excelente ubicación en el Barrio del Puerto, 3 dormitorios, garaje, trastero y piscina comunitaria.
Características Básicas:
-110m2 construidos.
-Buen estado.
-3 habitaciones.
-Salón luminoso e independiente.
-2 baños completos, uno de
";coslada-madrid
895;Piso en Calle del Mar Cantábrico El Puerto;65;1;Bajo exterior sin ascensor;/inmueble/109421688/;"
Magnifica vivienda de 65m2, 1 dormitorio, salón con cocina americana totalmente equipada, 1 baño, exterior, se entrega amueblado. Gastos de comunidad incluidos en el precio. No se aceptan animales.
";coslada-madrid
950;Piso en Calle de la Fuente Valleaguado - La Cañada;82;3;Planta 1ª exterior con ascensor;/inmueble/38427566/;"
Se alquila estupenda vivienda de 82 m2 (75m2 útiles) según catastro, exterior y muy luminoso. Consta de 3 dormitorios, cuarto de baño con plato de ducha, amplio salón comedor, cocina equipada con electrodomésticos y terraza. Puerta blindada, suelos de agradable terrazo, ventanas de aluminio, armarios y se alquila amueb
";coslada-madrid
1.100;Piso en Avenida de la Constitución El Barral Ferial;65;1;Planta 13ª exterior con ascensor;/inmueble/105842211/;"
INMÔÔ te ofrecemos en EXCLUSIVA "" ALEGRIA DE VIVIR "",
Estrenaras, soñaras, reirás, amaras. VIVIRAS EN TU HOGAR, DESCUBRIRAS. ""LA ALEGRIA DE VIVIR""
Disfrutaras de este PISAZO en RESIDENCIAL PRYCONSA COSLADA II, de la comodidad y el confort que te ofrece la mejor calidad de construcción y acabados en una vivienda de ef
";coslada-madrid
995;Piso en Calle de Cuba 6;81;3;Planta 4ª exterior con ascensor;/inmueble/94049644/;"
Se alquila vivienda exterior reformada de 81 m2 (75 m2 útiles) según catastro. Consta de 3 dormitorios, salón, cuarto de baño y cocina independiente equipada con electrodomésticos. Dispone de calefacción individual de gas ciudad, suelos de parquet y aire acondicionado en todos los dormitorios. En el precio se incluye p
";coslada-madrid
1.000;Piso en Avenida de José Hierro 3;89;2;Planta 1ª exterior con ascensor;/inmueble/109102384/;"
Se alquila estupenda vivienda exterior y muy luminosa de 89 m2 (68 m2 útiles según catastro) en una urbanización moderna y tranquila, que cuenta con piscina y zonas comunes ajardinadas. Consta de 2 dormitorios, 2 cuartos de baño completos (uno de ellos en suite), salón comedor, cocina independiente totalmente equipada
";coslada-madrid
1.550;Piso en El Puerto Coslada;117;3;Planta 2ª exterior con ascensor;/inmueble/108766027/;"
La Inmobiliaria Internacional CPM gestiona este magnífico y luminoso piso sin amueblar, ( NO MASCOTAS, NO ESTUDIANTES) de 117 m2 y 3 habitaciones, situado en una urbanización cerrada, con estupendas zonas comunes, próximo al metro Barrio del Puerto, que consta de los siguientes elementos:
Hall de entrada. Una gran coc
";coslada-madrid
950;Piso en Calle de los Teatinos 14;80;3;Planta 3ª exterior sin ascensor;/inmueble/109359670/;"
OPORTUNIDAD ÚNICA
Piso en en zona con muy poca oferta.
El barrio está muy bien comunicado: a menos de 5 minutos andando la estación de renfe de San Fernando y de paradas de autobús (como el L-2, 2 88, N-203, etc. ), además de estar junto a un nudo de autopistas con la A-2, la M-50, M-21.
La vivienda está en buen es
";coslada-madrid
1.275;Piso en Calle de los Conquistadores Coslada Pueblo;68;2;Planta 4ª exterior con ascensor;/inmueble/109354447/;"
Agencia inmobiliaria Tecnocasa Coslada zona Coslada Pueblo, Barrio Del Puerto Tecnocasa Estudio Nuevo Coslada Pueblo
EN ALQUILER: Descubre esta acogedora vivienda con una ubicación inmejorable a pocos minutos de la estación de Renfe de Coslada Central. La vivienda se encuentra en la calle CONQUISTADORES. Ideal para qu
";coslada-madrid
890;Piso en Avenida de Roma 14;54;2;Bajo exterior sin ascensor;/inmueble/109220017/;"
Se alquila estupenda vivienda exterior y muy luminosa en planta baja y recién reformada. Consta de 54m2 distribuidos en 2 dormitorios, 1 cuarto de baño, salón y cocina americana equipada con electrodomésticos. Dispone de puerta blindada, suelos porcelánicos, ventanas climalit y termo eléctrico. Se alquila vacía de mueb
";coslada-madrid
1.200;Piso en Avenida de España Coslada Pueblo;68;2;Bajo exterior sin ascensor;/inmueble/109362208/;"
MADRIDEM presenta este magnífico piso reformado de 68 m2, luminoso ubicado en el Barrio de Coslada Pueblo en Coslada. Se alquila no amueblado con la cocina equipada. Con todas las comodidades y las mejores calidades es un espacio ideal para vivir.
Entre las características destacadas de este piso, se encuentran:
- Un
";coslada-madrid
1.380;Piso en Calle de Perú Valleaguado - La Cañada;108;3;Planta 9ª exterior con ascensor;/inmueble/109207308/;"
Magnífica vivienda de tres dormitorios muy luminosa. Recién pintada.
Plaza de Aparcamiento cerrada a escasos metros (cochera-almacén).
Urbanización cerrada con amplios jardines.
Cocina amueblada con encimera de granito y electrodomésticos de primeras marcas:
Placa vitrocerámica, campana extractora, horno eléctrico,
";coslada-madrid
1.000;Piso en Avenida de España Coslada Pueblo;54;1;Bajo exterior con ascensor;/inmueble/106543320/;"
MADRIDEM presenta este magnífico piso reformado de 54 m2, luminoso ubicado en el Barrio de Coslada Pueblo en Coslada. Se alquila no amueblado con la cocina equipada. Con todas las comodidades y las mejores calidades es un espacio ideal para vivir.
Entre las características destacadas de este piso, se encuentran:
- Un
";coslada-madrid
1.340;Piso en Calle de la Charca Valleaguado - La Cañada;74;2; exterior sin ascensor;/inmueble/109279004/;"
¿Buscas un hogar moderno, acogedor y con una terraza de ensueño donde disfrutar del buen tiempo? ¡Este ático dúplex es perfecto para ti!
¡Tu nuevo hogar te espera en Valleaguado! 
¿Por qué te encantará?
Diseño y confort: Disfruta de un hogar acogedor con acabados de calidad: suelos de tarima, cocina moderna, aire
";coslada-madrid
1.250;Piso en Calle Mar Caribe 2;114;2;Planta 4ª exterior con ascensor;/inmueble/108988423/;"
¡OPORTUNIDAD ÚNICA EN BARRIO DEL PUERTO, COSLADA!
¿Buscas un hogar que lo tenga todo? Este magnífico piso de 2 dormitorios te está esperando. Imagínate llegar a casa después del trabajo y relajarte en tu piso con aire acondicionado, sabiendo que tienes una piscina climatizada esperándote para un chapuzón relajante.
La
";coslada-madrid
1.200;Piso en Calle Doctor Michavila Coslada Pueblo;65;2;Bajo exterior sin ascensor;/inmueble/109250763/;"
¡Gran oportunidad en Coslada! Este piso a estrenar de 65 metros cuadrados es la opción perfecta para quienes buscan comodidad y modernidad. Con dos dormitorios y un baño, ofrece un espacio luminoso y funcional, ideal para familias o parejas que desean un hogar listo para entrar a vivir. La vivienda cuenta con un magníf
";coslada-madrid
790;Piso en Coslada Pueblo Coslada;40;1;Bajo exterior sin ascensor;/inmueble/109330899/;"
Vivienda reformada de 40m2, distribuidos en 1 dormitorio, 1 baño con plato de ducha y salón con cocina amueblada y equipada.
Dispone de calefacción individual por aire acondicionado con bomba de frío y calor, suelos de tarima, ventanas Climalit, es exterior muy luminoso y está sin amueblar.
Gastos de comunidad inclui
";coslada-madrid
1.500;Piso en El Puerto Coslada;97;3;Planta 3ª exterior con ascensor;/inmueble/109337299/;"
Espectacular piso en alquiler TOTALMENTE AMUEBLADO Y EQUIPADO, en la zona de Barrio del puerto / Coslada. 3ª planta con ascensor. Distribuido en: 3 dormitorios con armario. 1 baño en suite con plato de ducha y otro con bañera. Amplio y luminoso salón. Cocina  amplia donde cuentas con una mesa para comer, totalmente equ
";coslada-madrid
1.230;Piso en El Puerto Coslada;110;3;Planta 6ª exterior con ascensor;/inmueble/98530470/;"
Piso en alquiler situado en una de las mejores zonas residenciales de Coslada, con excelente ubicación en el Barrio del Puerto, 3 dormitorios, garaje, trastero y piscina comunitaria.
Características Básicas:
-110m2 construidos.
-Buen estado.
-3 habitaciones.
-Salón luminoso e independiente.
-2 baños completos, uno de
";coslada-madrid
895;Piso en Calle del Mar Cantábrico El Puerto;65;1;Bajo exterior sin ascensor;/inmueble/109421688/;"
Magnifica vivienda de 65m2, 1 dormitorio, salón con cocina americana totalmente equipada, 1 baño, exterior, se entrega amueblado. Gastos de comunidad incluidos en el precio. No se aceptan animales.
";coslada-madrid
950;Piso en Calle de la Fuente Valleaguado - La Cañada;82;3;Planta 1ª exterior con ascensor;/inmueble/38427566/;"
Se alquila estupenda vivienda de 82 m2 (75m2 útiles) según catastro, exterior y muy luminoso. Consta de 3 dormitorios, cuarto de baño con plato de ducha, amplio salón comedor, cocina equipada con electrodomésticos y terraza. Puerta blindada, suelos de agradable terrazo, ventanas de aluminio, armarios y se alquila amueb
";coslada-madrid
1.100;Piso en Avenida de la Constitución El Barral Ferial;65;1;Planta 13ª exterior con ascensor;/inmueble/105842211/;"
INMÔÔ te ofrecemos en EXCLUSIVA "" ALEGRIA DE VIVIR "",
Estrenaras, soñaras, reirás, amaras. VIVIRAS EN TU HOGAR, DESCUBRIRAS. ""LA ALEGRIA DE VIVIR""
Disfrutaras de este PISAZO en RESIDENCIAL PRYCONSA COSLADA II, de la comodidad y el confort que te ofrece la mejor calidad de construcción y acabados en una vivienda de ef
";coslada-madrid
995;Piso en Calle de Cuba 6;81;3;Planta 4ª exterior con ascensor;/inmueble/94049644/;"
Se alquila vivienda exterior reformada de 81 m2 (75 m2 útiles) según catastro. Consta de 3 dormitorios, salón, cuarto de baño y cocina independiente equipada con electrodomésticos. Dispone de calefacción individual de gas ciudad, suelos de parquet y aire acondicionado en todos los dormitorios. En el precio se incluye p
";coslada-madrid
1.000;Piso en Avenida de José Hierro 3;89;2;Planta 1ª exterior con ascensor;/inmueble/109102384/;"
Se alquila estupenda vivienda exterior y muy luminosa de 89 m2 (68 m2 útiles según catastro) en una urbanización moderna y tranquila, que cuenta con piscina y zonas comunes ajardinadas. Consta de 2 dormitorios, 2 cuartos de baño completos (uno de ellos en suite), salón comedor, cocina independiente totalmente equipada
";coslada-madrid
1.550;Piso en El Puerto Coslada;117;3;Planta 2ª exterior con ascensor;/inmueble/108766027/;"
La Inmobiliaria Internacional CPM gestiona este magnífico y luminoso piso sin amueblar, ( NO MASCOTAS, NO ESTUDIANTES) de 117 m2 y 3 habitaciones, situado en una urbanización cerrada, con estupendas zonas comunes, próximo al metro Barrio del Puerto, que consta de los siguientes elementos:
Hall de entrada. Una gran coc
";coslada-madrid
950;Piso en Calle de los Teatinos 14;80;3;Planta 3ª exterior sin ascensor;/inmueble/109359670/;"
OPORTUNIDAD ÚNICA
Piso en en zona con muy poca oferta.
El barrio está muy bien comunicado: a menos de 5 minutos andando la estación de renfe de San Fernando y de paradas de autobús (como el L-2, 2 88, N-203, etc. ), además de estar junto a un nudo de autopistas con la A-2, la M-50, M-21.
La vivienda está en buen es
";coslada-madrid
1.275;Piso en Calle de los Conquistadores Coslada Pueblo;68;2;Planta 4ª exterior con ascensor;/inmueble/109354447/;"
Agencia inmobiliaria Tecnocasa Coslada zona Coslada Pueblo, Barrio Del Puerto Tecnocasa Estudio Nuevo Coslada Pueblo
EN ALQUILER: Descubre esta acogedora vivienda con una ubicación inmejorable a pocos minutos de la estación de Renfe de Coslada Central. La vivienda se encuentra en la calle CONQUISTADORES. Ideal para qu
";coslada-madrid
890;Piso en Avenida de Roma 14;54;2;Bajo exterior sin ascensor;/inmueble/109220017/;"
Se alquila estupenda vivienda exterior y muy luminosa en planta baja y recién reformada. Consta de 54m2 distribuidos en 2 dormitorios, 1 cuarto de baño, salón y cocina americana equipada con electrodomésticos. Dispone de puerta blindada, suelos porcelánicos, ventanas climalit y termo eléctrico. Se alquila vacía de mueb
";coslada-madrid
1.200;Piso en Avenida de España Coslada Pueblo;68;2;Bajo exterior sin ascensor;/inmueble/109362208/;"
MADRIDEM presenta este magnífico piso reformado de 68 m2, luminoso ubicado en el Barrio de Coslada Pueblo en Coslada. Se alquila no amueblado con la cocina equipada. Con todas las comodidades y las mejores calidades es un espacio ideal para vivir.
Entre las características destacadas de este piso, se encuentran:
- Un
";coslada-madrid
1.340;Piso en Calle de la Charca Valleaguado - La Cañada;74;2; exterior sin ascensor;/inmueble/109279004/;"
¿Buscas un hogar moderno, acogedor y con una terraza de ensueño donde disfrutar del buen tiempo? ¡Este ático dúplex es perfecto para ti!
¡Tu nuevo hogar te espera en Valleaguado! 
¿Por qué te encantará?
Diseño y confort: Disfruta de un hogar acogedor con acabados de calidad: suelos de tarima, cocina moderna, aire
";coslada-madrid
1.380;Piso en Calle de Perú Valleaguado - La Cañada;108;3;Planta 9ª exterior con ascensor;/inmueble/109207308/;"
Magnífica vivienda de tres dormitorios muy luminosa. Recién pintada.
Plaza de Aparcamiento cerrada a escasos metros (cochera-almacén).
Urbanización cerrada con amplios jardines.
Cocina amueblada con encimera de granito y electrodomésticos de primeras marcas:
Placa vitrocerámica, campana extractora, horno eléctrico,
";coslada-madrid
1.000;Piso en Avenida de España Coslada Pueblo;54;1;Bajo exterior con ascensor;/inmueble/106543320/;"
MADRIDEM presenta este magnífico piso reformado de 54 m2, luminoso ubicado en el Barrio de Coslada Pueblo en Coslada. Se alquila no amueblado con la cocina equipada. Con todas las comodidades y las mejores calidades es un espacio ideal para vivir.
Entre las características destacadas de este piso, se encuentran:
- Un
";coslada-madrid
1.200;Piso en Calle Doctor Michavila Coslada Pueblo;65;2;Bajo exterior sin ascensor;/inmueble/109250763/;"
¡Gran oportunidad en Coslada! Este piso a estrenar de 65 metros cuadrados es la opción perfecta para quienes buscan comodidad y modernidad. Con dos dormitorios y un baño, ofrece un espacio luminoso y funcional, ideal para familias o parejas que desean un hogar listo para entrar a vivir. La vivienda cuenta con un magníf
";coslada-madrid
1.250;Piso en Calle Mar Caribe 2;114;2;Planta 4ª exterior con ascensor;/inmueble/108988423/;"
¡OPORTUNIDAD ÚNICA EN BARRIO DEL PUERTO, COSLADA!
¿Buscas un hogar que lo tenga todo? Este magnífico piso de 2 dormitorios te está esperando. Imagínate llegar a casa después del trabajo y relajarte en tu piso con aire acondicionado, sabiendo que tienes una piscina climatizada esperándote para un chapuzón relajante.
La
";coslada-madrid
790;Piso en Coslada Pueblo Coslada;40;1;Bajo exterior sin ascensor;/inmueble/109330899/;"
Vivienda reformada de 40m2, distribuidos en 1 dormitorio, 1 baño con plato de ducha y salón con cocina amueblada y equipada.
Dispone de calefacción individual por aire acondicionado con bomba de frío y calor, suelos de tarima, ventanas Climalit, es exterior muy luminoso y está sin amueblar.
Gastos de comunidad inclui
";coslada-madrid
1.500;Piso en El Puerto Coslada;97;3;Planta 3ª exterior con ascensor;/inmueble/109337299/;"
Espectacular piso en alquiler TOTALMENTE AMUEBLADO Y EQUIPADO, en la zona de Barrio del puerto / Coslada. 3ª planta con ascensor. Distribuido en: 3 dormitorios con armario. 1 baño en suite con plato de ducha y otro con bañera. Amplio y luminoso salón. Cocina  amplia donde cuentas con una mesa para comer, totalmente equ
";coslada-madrid
1.230;Piso en El Puerto Coslada;110;3;Planta 6ª exterior con ascensor;/inmueble/98530470/;"
Piso en alquiler situado en una de las mejores zonas residenciales de Coslada, con excelente ubicación en el Barrio del Puerto, 3 dormitorios, garaje, trastero y piscina comunitaria.
Características Básicas:
-110m2 construidos.
-Buen estado.
-3 habitaciones.
-Salón luminoso e independiente.
-2 baños completos, uno de
";coslada-madrid
895;Piso en Calle del Mar Cantábrico El Puerto;65;1;Bajo exterior sin ascensor;/inmueble/109421688/;"
Magnifica vivienda de 65m2, 1 dormitorio, salón con cocina americana totalmente equipada, 1 baño, exterior, se entrega amueblado. Gastos de comunidad incluidos en el precio. No se aceptan animales.
";coslada-madrid
950;Piso en Calle de la Fuente Valleaguado - La Cañada;82;3;Planta 1ª exterior con ascensor;/inmueble/38427566/;"
Se alquila estupenda vivienda de 82 m2 (75m2 útiles) según catastro, exterior y muy luminoso. Consta de 3 dormitorios, cuarto de baño con plato de ducha, amplio salón comedor, cocina equipada con electrodomésticos y terraza. Puerta blindada, suelos de agradable terrazo, ventanas de aluminio, armarios y se alquila amueb
";coslada-madrid
1.100;Piso en Avenida de la Constitución El Barral Ferial;65;1;Planta 13ª exterior con ascensor;/inmueble/105842211/;"
INMÔÔ te ofrecemos en EXCLUSIVA "" ALEGRIA DE VIVIR "",
Estrenaras, soñaras, reirás, amaras. VIVIRAS EN TU HOGAR, DESCUBRIRAS. ""LA ALEGRIA DE VIVIR""
Disfrutaras de este PISAZO en RESIDENCIAL PRYCONSA COSLADA II, de la comodidad y el confort que te ofrece la mejor calidad de construcción y acabados en una vivienda de ef
";coslada-madrid
995;Piso en Calle de Cuba 6;81;3;Planta 4ª exterior con ascensor;/inmueble/94049644/;"
Se alquila vivienda exterior reformada de 81 m2 (75 m2 útiles) según catastro. Consta de 3 dormitorios, salón, cuarto de baño y cocina independiente equipada con electrodomésticos. Dispone de calefacción individual de gas ciudad, suelos de parquet y aire acondicionado en todos los dormitorios. En el precio se incluye p
";coslada-madrid
1.000;Piso en Avenida de José Hierro 3;89;2;Planta 1ª exterior con ascensor;/inmueble/109102384/;"
Se alquila estupenda vivienda exterior y muy luminosa de 89 m2 (68 m2 útiles según catastro) en una urbanización moderna y tranquila, que cuenta con piscina y zonas comunes ajardinadas. Consta de 2 dormitorios, 2 cuartos de baño completos (uno de ellos en suite), salón comedor, cocina independiente totalmente equipada
";coslada-madrid
1.550;Piso en El Puerto Coslada;117;3;Planta 2ª exterior con ascensor;/inmueble/108766027/;"
La Inmobiliaria Internacional CPM gestiona este magnífico y luminoso piso sin amueblar, ( NO MASCOTAS, NO ESTUDIANTES) de 117 m2 y 3 habitaciones, situado en una urbanización cerrada, con estupendas zonas comunes, próximo al metro Barrio del Puerto, que consta de los siguientes elementos:
Hall de entrada. Una gran coc
";coslada-madrid
950;Piso en Calle de los Teatinos 14;80;3;Planta 3ª exterior sin ascensor;/inmueble/109359670/;"
OPORTUNIDAD ÚNICA
Piso en en zona con muy poca oferta.
El barrio está muy bien comunicado: a menos de 5 minutos andando la estación de renfe de San Fernando y de paradas de autobús (como el L-2, 2 88, N-203, etc. ), además de estar junto a un nudo de autopistas con la A-2, la M-50, M-21.
La vivienda está en buen es
";coslada-madrid
1.275;Piso en Calle de los Conquistadores Coslada Pueblo;68;2;Planta 4ª exterior con ascensor;/inmueble/109354447/;"
Agencia inmobiliaria Tecnocasa Coslada zona Coslada Pueblo, Barrio Del Puerto Tecnocasa Estudio Nuevo Coslada Pueblo
EN ALQUILER: Descubre esta acogedora vivienda con una ubicación inmejorable a pocos minutos de la estación de Renfe de Coslada Central. La vivienda se encuentra en la calle CONQUISTADORES. Ideal para qu
";coslada-madrid
890;Piso en Avenida de Roma 14;54;2;Bajo exterior sin ascensor;/inmueble/109220017/;"
Se alquila estupenda vivienda exterior y muy luminosa en planta baja y recién reformada. Consta de 54m2 distribuidos en 2 dormitorios, 1 cuarto de baño, salón y cocina americana equipada con electrodomésticos. Dispone de puerta blindada, suelos porcelánicos, ventanas climalit y termo eléctrico. Se alquila vacía de mueb
";coslada-madrid
1.200;Piso en Avenida de España Coslada Pueblo;68;2;Bajo exterior sin ascensor;/inmueble/109362208/;"
MADRIDEM presenta este magnífico piso reformado de 68 m2, luminoso ubicado en el Barrio de Coslada Pueblo en Coslada. Se alquila no amueblado con la cocina equipada. Con todas las comodidades y las mejores calidades es un espacio ideal para vivir.
Entre las características destacadas de este piso, se encuentran:
- Un
";coslada-madrid
1.340;Piso en Calle de la Charca Valleaguado - La Cañada;74;2; exterior sin ascensor;/inmueble/109279004/;"
¿Buscas un hogar moderno, acogedor y con una terraza de ensueño donde disfrutar del buen tiempo? ¡Este ático dúplex es perfecto para ti!
¡Tu nuevo hogar te espera en Valleaguado! 
¿Por qué te encantará?
Diseño y confort: Disfruta de un hogar acogedor con acabados de calidad: suelos de tarima, cocina moderna, aire
";coslada-madrid
1.380;Piso en Calle de Perú Valleaguado - La Cañada;108;3;Planta 9ª exterior con ascensor;/inmueble/109207308/;"
Magnífica vivienda de tres dormitorios muy luminosa. Recién pintada.
Plaza de Aparcamiento cerrada a escasos metros (cochera-almacén).
Urbanización cerrada con amplios jardines.
Cocina amueblada con encimera de granito y electrodomésticos de primeras marcas:
Placa vitrocerámica, campana extractora, horno eléctrico,
";coslada-madrid
1.000;Piso en Avenida de España Coslada Pueblo;54;1;Bajo exterior con ascensor;/inmueble/106543320/;"
MADRIDEM presenta este magnífico piso reformado de 54 m2, luminoso ubicado en el Barrio de Coslada Pueblo en Coslada. Se alquila no amueblado con la cocina equipada. Con todas las comodidades y las mejores calidades es un espacio ideal para vivir.
Entre las características destacadas de este piso, se encuentran:
- Un
";coslada-madrid
